Outcode,YearBin,min,max,mean,stddev,count,median,lowerQuartile,upperQuartile,skew,range,IQR
B68,2015 +,1331.0,1300000.0,174755.3796,80355.5468824261,3604.0,160500.0,125000.0,210000.0,2.83867988906696,1298669.0,85000.0
B69,1995 - 2004,1000.0,325000.0,66730.7149,40047.28903125075,4465.0,53000.0,39950.0,84950.0,1.4181528143793292,324000.0,45000.0
B69,2005 - 2014,10162.0,1350000.0,118123.5355,52952.53643788439,3675.0,110000.0,90000.0,135000.0,6.024435826389573,1339838.0,45000.0
B69,2015 +,750.0,167499800.0,261180.2025,2953664.8352142414,3437.0,150000.0,115000.0,195000.0,53.26426938426594,167499050.0,80000.0
B7,1995 - 2004,7000.0,300000.0,49244.1749,32666.824317818733,263.0,43000.0,31000.0,58950.0,3.4880217935843127,293000.0,27950.0
B7,2005 - 2014,18000.0,2100000.0,107312.9671,136177.7168170818,243.0,93500.0,75500.0,115000.0,13.04100056033138,2082000.0,39500.0
B7,2015 +,1000.0,5000000.0,316602.2536,583827.6261528159,351.0,150000.0,103125.0,250000.0,4.849559208182295,4999000.0,146875.0
B70,1995 - 2004,948.0,1150000.0,55504.5048,42489.887352618345,2801.0,45000.0,34000.0,67950.0,9.6431930432538,1149052.0,33950.0
B70,2005 - 2014,19600.0,1025000.0,112125.426,48552.52707436609,2575.0,105000.0,85000.0,130000.0,5.093013965135915,1005400.0,45000.0
B70,2015 +,2000.0,14420000.0,191209.1781,406971.7960597029,2948.0,150000.0,117500.0,190000.0,22.58297175507564,14418000.0,72500.0
B71,1995 - 2004,700.0,385000.0,67760.0319,42592.25402113757,3662.0,55500.0,41000.0,84000.0,2.062154788466376,384300.0,43000.0
B71,2005 - 2014,950.0,3960000.0,122929.951,86259.74009631417,3201.0,115000.0,93000.0,140000.0,27.87511200819532,3959050.0,47000.0
B71,2015 +,300.0,2610000.0,164217.4188,101803.7849956228,3080.0,150000.0,111000.0,200000.0,9.571711624168152,2609700.0,89000.0
B72,1995 - 2004,850.0,904910.0,132339.1556,84706.26593028542,2185.0,110000.0,70500.0,172500.0,1.8771221763114916,904060.0,102000.0
B72,2005 - 2014,9500.0,1250000.0,228758.8742,120380.29742139958,1772.0,210000.0,150000.0,277950.0,1.7162125980153091,1240500.0,127950.0
B72,2015 +,1000.0,15600000.0,331261.0561,488130.1775089767,1748.0,275000.0,187000.0,400000.0,22.896469465166412,15599000.0,213000.0
B73,1995 - 2004,1500.0,685000.0,127278.1584,73964.08427458463,5115.0,112000.0,74000.0,162000.0,1.6345058724080652,683500.0,88000.0
B73,2005 - 2014,1100.0,5435785.0,229617.0249,134441.043935513,3850.0,214950.0,160000.0,272500.0,16.01165632121419,5434685.0,112500.0
B73,2015 +,1000.0,8850000.0,319327.3892,232806.93441718293,3592.0,292500.0,200000.0,397500.0,17.03300248673887,8849000.0,197500.0
B74,1995 - 2004,600.0,1800000.0,175403.8242,141448.8262372942,6752.0,132000.0,85500.0,212000.0,2.663483235812352,1799400.0,126500.0
B74,2005 - 2014,36000.0,3750000.0,298599.8213,218356.22049654985,5743.0,235000.0,170950.0,350000.0,3.455527612223825,3714000.0,179050.0
B74,2015 +,250.0,21000000.0,432135.6937,558223.8934924338,5306.0,325000.0,220000.0,484000.0,17.146477304645135,20999750.0,264000.0
B75,1995 - 2004,3500.0,1200000.0,137183.5768,82486.28833624478,5321.0,121500.0,78500.0,172000.0,2.055708176007474,1196500.0,93500.0
B75,2005 - 2014,10000.0,1555000.0,232131.3806,116909.6560926398,4235.0,212000.0,160000.0,275000.0,2.8312231269596966,1545000.0,115000.0
B75,2015 +,218.0,28353000.0,358587.8552,719202.098070079,4172.0,300000.0,215200.0,407500.0,30.445870675632108,28352782.0,192300.0
B76,1995 - 2004,1250.0,665000.0,117709.1724,64290.88106868512,5836.0,102500.0,72500.0,147500.0,1.603061945391332,663750.0,75000.0
B76,2005 - 2014,17000.0,4798844.0,210169.5429,129576.75525820584,3483.0,190000.0,150000.0,249950.0,16.61037129224069,4781844.0,99950.0
B76,2015 +,200.0,135400000.0,485765.2812,4140939.746459239,3435.0,270000.0,195067.0,350000.0,26.97282435280156,135399800.0,154933.0
B77,1995 - 2004,630.0,425000.0,82095.9377,43831.68882469913,11273.0,70000.0,50000.0,102000.0,1.5652871913769313,424370.0,52000.0
B77,2005 - 2014,4880.0,11850000.0,150805.2682,147181.5761529716,7453.0,135000.0,112000.0,175000.0,67.50800529892194,11845120.0,63000.0
B77,2015 +,1000.0,97900000.0,226952.6849,1095231.9676434314,8274.0,188500.0,146950.0,253950.0,86.04619282733827,97899000.0,107000.0
B78,1995 - 2004,1200.0,1000000.0,90937.3356,60615.27985899111,4800.0,75000.0,54000.0,110000.0,3.1597925154794906,998800.0,56000.0
B78,2005 - 2014,10000.0,24050000.0,181269.1425,520081.0288953063,3101.0,145000.0,120000.0,186000.0,39.74183396702008,24040000.0,66000.0
B78,2015 +,621.0,54000000.0,296452.8612,1184535.6451925917,4072.0,212000.0,158000.0,286000.0,31.474586046442244,53999379.0,128000.0
B79,1995 - 2004,1000.0,760000.0,96946.3667,67656.01296602441,4262.0,77000.0,54000.0,116995.0,2.634319625886816,759000.0,62995.0
B79,2005 - 2014,23000.0,2550000.0,177565.4565,113119.3011828872,2804.0,148748.0,119950.0,205000.0,5.79459086432374,2527000.0,85050.0
B79,2015 +,100.0,11000000.0,276000.5258,368005.770958284,4089.0,225000.0,157500.0,312995.0,18.22241081771072,10999900.0,155495.0
B8,1995 - 2004,1500.0,355000.0,56474.2433,35115.017484879885,4953.0,44000.0,33000.0,74950.0,1.9073923710337928,353500.0,41950.0
B8,2005 - 2014,6250.0,495000.0,112854.6797,39878.3075566983,3166.0,108000.0,90000.0,126000.0,2.618958297565363,488750.0,36000.0
B8,2015 +,2000.0,10145571.0,158517.5967,377252.0562205783,2212.0,129500.0,100000.0,165000.0,23.37474498818419,10143571.0,65000.0
B80,1995 - 2004,12500.0,1150000.0,111041.8232,71698.50660251148,1476.0,95000.0,67000.0,132000.0,4.154508474759715,1137500.0,65000.0
B80,2005 - 2014,25000.0,3750000.0,202942.8523,149064.65997695256,1056.0,169950.0,142000.0,237500.0,13.412916276954778,3725000.0,95500.0
B80,2015 +,100.0,13434000.0,301712.4495,433794.63010189385,1168.0,250000.0,182500.0,337250.0,24.29759388404234,13433900.0,154750.0
B9,1995 - 2004,3296.0,270000.0,56197.9816,31325.31174029509,3362.0,47500.0,33500.0,73000.0,1.5291113669514087,266704.0,39500.0
B9,2005 - 2014,10000.0,757200.0,110688.3893,39767.88823496457,1852.0,105000.0,90000.0,124000.0,5.0520035440534965,747200.0,34000.0
B9,2015 +,680.0,16800000.0,208766.0234,669504.5354073643,1409.0,130000.0,103000.0,165000.0,15.282720646002868,16799320.0,62000.0
B90,1995 - 2004,2000.0,3290000.0,131667.0917,81378.9576587726,10097.0,114950.0,78000.0,164000.0,7.218606268810215,3288000.0,86000.0
B90,2005 - 2014,1600.0,2750000.0,218243.7185,94455.36510995647,8147.0,200000.0,161950.0,249999.0,4.3507949192890525,2748400.0,88049.0
B90,2015 +,500.0,29150000.0,367582.5362,867149.5676540886,9907.0,290000.0,217500.0,380000.0,19.71876122254093,29149500.0,162500.0
B91,1995 - 2004,4750.0,1200000.0,181398.7488,111133.8362553912,7074.0,154000.0,106000.0,230000.0,1.9428259726752104,1195250.0,124000.0
B91,2005 - 2014,10550.0,20000000.0,313901.3976,322276.6811009142,5950.0,267500.0,188950.0,381500.0,39.74201200662591,19989450.0,192550.0
B91,2015 +,500.0,86547710.0,468125.4017,1331070.6425141103,5608.0,366500.0,238000.0,544050.0,50.98955907397257,86547210.0,306050.0
B92,1995 - 2004,150.0,1200000.0,114168.043,75510.38985597198,7350.0,94000.0,66500.0,140000.0,3.494270902009022,1199850.0,73500.0
B92,2005 - 2014,11000.0,2074000.0,209385.059,112757.498082559,5809.0,180000.0,151000.0,232500.0,3.4465292331913044,2063000.0,81500.0
B92,2015 +,100.0,6242500.0,290458.6894,215164.3762382958,5885.0,250000.0,195000.0,325000.0,9.349055277096886,6242400.0,130000.0
B93,1995 - 2004,14000.0,1800000.0,195084.7164,133137.3980454574,4238.0,160000.0,110000.0,243000.0,2.902910204190827,1786000.0,133000.0
B93,2005 - 2014,32000.0,32570000.0,381514.0446,610231.7601126579,3186.0,325000.0,242500.0,440000.0,46.21799771688365,32538000.0,197500.0
B93,2015 +,4000.0,22310000.0,554426.6827,708662.6669739819,3394.0,465000.0,330000.0,639995.0,20.08651879362995,22306000.0,309995.0
B94,1995 - 2004,18000.0,1725000.0,230454.4843,187144.30089725528,1431.0,175000.0,120000.0,276000.0,2.965226305355302,1707000.0,156000.0
B94,2005 - 2014,100000.0,3250000.0,414539.2663,263142.8167206561,995.0,330000.0,250000.0,479950.0,3.148392615841757,3150000.0,229950.0
B94,2015 +,3000.0,4500000.0,651709.7228,481168.6732750944,1147.0,507000.0,365000.0,777000.0,2.834668253855924,4497000.0,412000.0
B95,1995 - 2004,10000.0,960000.0,174532.5295,128486.83330389274,1426.0,138000.0,88500.0,216500.0,2.397104794148715,950000.0,128000.0
B95,2005 - 2014,26000.0,3180000.0,334073.021,250942.3155070876,1049.0,260000.0,195000.0,405000.0,4.653548432211461,3154000.0,210000.0
B95,2015 +,2958.0,3847250.0,531673.4092,464549.7970317923,1063.0,388000.0,270000.0,635000.0,2.99210983662294,3844292.0,365000.0
B96,1995 - 2004,1768.0,795000.0,151415.8087,101283.24805259188,1030.0,125000.0,80000.0,190000.0,1.922908359042903,793232.0,110000.0
B96,2005 - 2014,55000.0,1300000.0,271463.8587,147765.4836363776,899.0,240000.0,168000.0,345000.0,1.5466548496081682,1245000.0,177000.0
B96,2015 +,5000.0,2275000.0,376878.4361,234263.03429938547,924.0,322500.0,220000.0,475000.0,1.8745432825549744,2270000.0,255000.0
B97,1995 - 2004,100.0,900000.0,109503.5277,61917.86028598324,7639.0,95000.0,64000.0,138000.0,1.8897181612170848,899900.0,74000.0
B97,2005 - 2014,40000.0,3400000.0,180819.6896,99840.04445007248,5712.0,164000.0,130000.0,215000.0,13.383003215723123,3360000.0,85000.0
B97,2015 +,250.0,20000000.0,256765.6904,337396.4854311385,5982.0,225000.0,164950.0,301000.0,37.64239814346049,19999750.0,136050.0
B98,1995 - 2004,1050.0,850000.0,82173.7755,49123.74228300537,8754.0,69000.0,50000.0,98000.0,3.1346314477046366,848950.0,48000.0
B98,2005 - 2014,30000.0,4400000.0,147472.4353,91591.33498325576,6620.0,128000.0,108000.0,168000.0,20.27966300691727,4370000.0,60000.0
B98,2015 +,300.0,50965532.0,263384.2379,1065870.2041799396,6586.0,185000.0,145000.0,250000.0,31.52388739619027,50965232.0,105000.0
BA1,1995 - 2004,2000.0,3450000.0,161605.3874,141285.9638640428,9609.0,126000.0,78000.0,195000.0,5.431680046257343,3448000.0,117000.0
BA1,2005 - 2014,47500.0,8900000.0,336923.8167,326486.85757046414,8034.0,250000.0,190000.0,375000.0,10.218429417481069,8852500.0,185000.0
BA1,2015 +,175.0,139030009.0,619847.1413,2155651.6684849816,7568.0,400000.0,284000.0,610000.0,43.55491885136425,139029834.0,326000.0
BA10,1995 - 2004,13050.0,925000.0,115268.7219,93103.73620974306,791.0,87500.0,55000.0,150950.0,2.789655940319597,911950.0,95950.0
BA10,2005 - 2014,50000.0,930000.0,228717.4316,130773.41941610488,512.0,190850.0,143000.0,287500.0,1.6104187956772873,880000.0,144500.0
BA10,2015 +,7500.0,3415000.0,418335.012,384089.721948768,585.0,323000.0,217500.0,500000.0,3.592341736319366,3407500.0,282500.0
BA11,1995 - 2004,7500.0,1800000.0,99166.9226,73295.78051376168,8203.0,80000.0,55000.0,124950.0,4.589269671966634,1792500.0,69950.0
BA11,2005 - 2014,19280.0,4900000.0,199066.645,132640.64484964666,6105.0,169950.0,135000.0,220000.0,10.539203053106885,4880720.0,85000.0
BA11,2015 +,1000.0,17315100.0,353176.861,532162.9621851153,6135.0,275000.0,205000.0,379234.0,19.431983658969614,17314100.0,174234.0
BA12,1995 - 2004,2200.0,7335000.0,115366.3155,131623.95776250132,6444.0,85000.0,58000.0,140000.0,27.58554602638093,7332800.0,82000.0
BA12,2005 - 2014,30000.0,1600000.0,218922.0036,134512.0656324462,4489.0,180000.0,140000.0,250000.0,2.9310289339982543,1570000.0,110000.0
BA12,2015 +,500.0,10300000.0,331552.1749,439745.6691266012,4620.0,255000.0,182000.0,365000.0,12.090711648977372,10299500.0,183000.0
BA13,1995 - 2004,8000.0,1400500.0,103250.9729,69531.88110183926,5857.0,86500.0,57000.0,131000.0,3.5519126067324414,1392500.0,74000.0
BA13,2005 - 2014,3200.0,13250000.0,185355.898,224086.5946136578,4234.0,159500.0,127000.0,208000.0,47.27552877498663,13246800.0,81000.0
BA13,2015 +,270.0,9235000.0,273151.4718,252673.86194707212,4351.0,235000.0,175000.0,310000.0,18.844549412121957,9234730.0,135000.0
BA14,1995 - 2004,10000.0,1450000.0,105909.4072,68947.1119368191,11976.0,88000.0,59750.0,134000.0,3.06239067555143,1440000.0,74250.0
BA14,2005 - 2014,28000.0,1850000.0,185330.3292,89509.87093664752,9418.0,166500.0,131995.0,215995.0,3.640001423686355,1822000.0,84000.0
BA14,2015 +,1125.0,10280000.0,269666.9856,237428.05806190064,8911.0,230000.0,175000.0,307500.0,16.50034323193062,10278875.0,132500.0
BA15,1995 - 2004,9902.0,1700000.0,147305.7962,111095.19733118489,2925.0,122500.0,77500.0,182000.0,3.95327738730811,1690098.0,104500.0
BA15,2005 - 2014,40000.0,1900000.0,288576.2856,160924.0349020196,2430.0,249600.0,183000.0,350000.0,2.791858838263364,1860000.0,167000.0
BA15,2015 +,500.0,4000000.0,419886.5054,276552.26249489794,2414.0,365000.0,265000.0,495000.0,4.301140973752679,3999500.0,230000.0
BA16,1995 - 2004,8500.0,650000.0,92755.3969,58341.12167158337,2875.0,76000.0,53000.0,120000.0,2.139761851759425,641500.0,67000.0
BA16,2005 - 2014,30000.0,1450000.0,186876.92,77247.67345944436,2276.0,171000.0,145000.0,215000.0,4.200967462881211,1420000.0,70000.0
BA16,2015 +,6000.0,7790000.0,249067.9593,201293.8636650073,2163.0,229995.0,176000.0,286000.0,24.854397678099115,7784000.0,110000.0
BA2,1995 - 2004,6000.0,2200000.0,142796.5988,125149.99070971776,14146.0,110000.0,70500.0,170000.0,4.561537987117691,2194000.0,99500.0
BA2,2005 - 2014,40000.0,28250000.0,301982.7748,346665.8515695446,11635.0,230000.0,175000.0,337500.0,46.341188213397146,28210000.0,162500.0
BA2,2015 +,160.0,26500000.0,497229.1801,721263.3787134741,11166.0,351429.0,262000.0,550000.0,18.321557419745865,26499840.0,288000.0
BA20,1995 - 2004,7800.0,710000.0,97934.9017,66781.11029288765,2860.0,80000.0,53000.0,127000.0,2.5372496146370667,702200.0,74000.0
BA20,2005 - 2014,25000.0,745000.0,174148.1896,81436.14235957406,2226.0,157000.0,123000.0,205000.0,1.7170038520164763,720000.0,82000.0
BA20,2015 +,100.0,8511000.0,267844.4152,462791.0743690128,2235.0,196500.0,144000.0,290000.0,13.297151852651853,8510900.0,146000.0
BA21,1995 - 2004,5000.0,680000.0,83332.4196,51224.75157300961,7951.0,69250.0,47500.0,107500.0,1.987097376881921,675000.0,60000.0
BA21,2005 - 2014,27500.0,765000.0,158053.0825,60424.41859771555,5930.0,145000.0,122000.0,182000.0,1.9140941527757644,737500.0,60000.0
BA21,2015 +,850.0,38420000.0,225403.258,554224.004206726,5698.0,185995.0,149000.0,241666.0,58.58358432741523,38419150.0,92666.0
BA22,1995 - 2004,9300.0,1125000.0,129745.2086,97652.91879314392,3504.0,108000.0,67000.0,157950.0,2.8890860219328443,1115700.0,90950.0
BA22,2005 - 2014,40500.0,2900000.0,246505.0792,166476.30725043034,2425.0,207950.0,153000.0,290000.0,6.107378987253037,2859500.0,137000.0
BA22,2015 +,500.0,9475000.0,338188.5439,355144.3063005084,3317.0,260000.0,189000.0,390000.0,10.12246310063637,9474500.0,201000.0
BA3,1995 - 2004,5000.0,1175000.0,101696.4187,72345.76219635716,6676.0,82950.0,56000.0,126000.0,3.830936156502593,1170000.0,70000.0
BA3,2005 - 2014,30000.0,1600000.0,201827.7637,100241.16302344202,5295.0,174500.0,142000.0,235000.0,3.409427894708552,1570000.0,93000.0
BA3,2015 +,100.0,41330000.0,299349.326,593751.040431979,5531.0,247000.0,190000.0,325000.0,60.12090583337723,41329900.0,135000.0
BA4,1995 - 2004,7650.0,1255000.0,112786.0717,93380.07063345876,3764.0,86000.0,56000.0,140000.0,3.7995195006093927,1247350.0,84000.0
BA4,2005 - 2014,24319.0,5115700.0,207321.9117,175796.49077338653,3082.0,169000.0,137000.0,230000.0,12.619060569332913,5091381.0,93000.0
BA4,2015 +,5000.0,8113000.0,320892.9627,369763.5891923495,2946.0,230000.0,174500.0,339950.0,7.877536350434627,8108000.0,165450.0
BA5,1995 - 2004,5000.0,1160000.0,120765.3704,85966.07449697176,4233.0,95000.0,64000.0,152000.0,2.803467169511743,1155000.0,88000.0
BA5,2005 - 2014,10000.0,1400000.0,241836.1813,130941.49162538716,3205.0,205000.0,164000.0,284995.0,2.6098918664226773,1390000.0,120995.0
BA5,2015 +,4200.0,12600000.0,345241.329,350724.9648934432,3879.0,285000.0,215000.0,395000.0,17.76817034495991,12595800.0,180000.0
BA6,1995 - 2004,6500.0,1000000.0,112128.2475,83515.43699749508,2990.0,88000.0,58500.0,141000.0,2.9969101175096937,993500.0,82500.0
BA6,2005 - 2014,6500.0,1134825.0,213308.5226,116737.54354556285,2499.0,180000.0,140000.0,246750.0,2.283196378146165,1128325.0,106750.0
BA6,2015 +,376.0,4405000.0,309271.8024,268424.32444599195,2485.0,245000.0,182000.0,350000.0,6.027954534004159,4404624.0,168000.0
BA7,1995 - 2004,8000.0,850000.0,112401.2404,89368.54102511631,1019.0,85500.0,55000.0,138500.0,2.622258208112735,842000.0,83500.0
BA7,2005 - 2014,50000.0,1600000.0,225315.0595,147811.79664239992,672.0,175000.0,139000.0,250000.0,2.962349588882521,1550000.0,111000.0
BA7,2015 +,2900.0,3836800.0,338209.6727,322744.93409580213,776.0,250000.0,183000.0,380000.0,5.499935280032044,3833900.0,197000.0
BA8,1995 - 2004,16000.0,1400000.0,122016.3886,109736.77472417464,983.0,89950.0,59500.0,147000.0,4.088304784994852,1384000.0,87500.0
BA8,2005 - 2014,22000.0,1200000.0,236589.8549,156703.4546595506,703.0,189950.0,139500.0,272000.0,2.317588026513717,1178000.0,132500.0
BA8,2015 +,1000.0,6469432.0,320207.9795,397647.6857572706,731.0,242000.0,172000.0,350500.0,10.584053113399328,6468432.0,178500.0
BA9,1995 - 2004,10000.0,850000.0,112491.5909,90528.1790137368,1755.0,84000.0,53000.0,145000.0,2.721477899675583,840000.0,92000.0
BA9,2005 - 2014,21584.0,3000000.0,208469.4672,146045.62922899646,1511.0,175000.0,136000.0,242500.0,6.926248876038723,2978416.0,106500.0
BA9,2015 +,11000.0,8101326.0,320806.3187,452688.778766784,1619.0,230000.0,170000.0,315000.0,9.277973169864367,8090326.0,145000.0
BB1,1995 - 2004,150.0,1002000.0,53140.1199,47519.0162116148,10560.0,40000.0,25500.0,63000.0,4.678841897948744,1001850.0,37500.0
BB1,2005 - 2014,10000.0,14475000.0,118863.1264,195248.00178503027,7341.0,100000.0,73000.0,140000.0,57.19957104031337,14465000.0,67000.0
BB1,2015 +,500.0,30700000.0,195134.56,874011.4772584373,7066.0,125000.0,85000.0,180000.0,27.731574105526768,30699500.0,95000.0
BB10,1995 - 2004,1750.0,475000.0,47061.1856,40723.90727030748,8895.0,35000.0,21500.0,59950.0,2.689362021824908,473250.0,38450.0
BB10,2005 - 2014,247.0,620000.0,90247.3944,65144.13914176939,7234.0,71250.0,46000.0,119950.0,2.1266692090833774,619753.0,73950.0
BB10,2015 +,100.0,4877376.0,120859.1891,161394.21343605116,6488.0,87500.0,55000.0,149950.0,14.34449277470208,4877276.0,94950.0
BB11,1995 - 2004,1000.0,950000.0,37522.3728,39418.00610617103,6467.0,25000.0,13000.0,50000.0,5.297037407217069,949000.0,37000.0
BB11,2005 - 2014,5000.0,4050000.0,73252.1005,87580.54384767148,5562.0,52500.0,35000.0,95000.0,24.281544189756172,4045000.0,60000.0
BB11,2015 +,270.0,8870000.0,105555.3458,240444.93461568205,5544.0,67000.0,40000.0,123500.0,22.60166445206889,8869730.0,83500.0
BB12,1995 - 2004,2500.0,1500000.0,57302.3164,49828.24589239085,8225.0,45950.0,28000.0,71000.0,5.8679779451380005,1497500.0,43000.0
BB12,2005 - 2014,10000.0,1500000.0,116729.0507,83854.53499911526,6295.0,97000.0,65000.0,143500.0,4.087110483670137,1490000.0,78500.0
BB12,2015 +,400.0,68945000.0,164947.2076,870976.509678923,6956.0,120000.0,67500.0,187500.0,71.5549859489632,68944600.0,120000.0
BB18,1995 - 2004,1750.0,670000.0,57409.4258,43080.71728253836,3859.0,44950.0,31000.0,70000.0,3.270005407886053,668250.0,39000.0
BB18,2005 - 2014,17000.0,1500000.0,123177.4603,74543.88111068986,3087.0,100000.0,80000.0,147500.0,4.405195847880161,1483000.0,67500.0
BB18,2015 +,492.0,1591105.0,158504.7732,120964.97390174711,3232.0,127500.0,92000.0,182000.0,4.921393665323073,1590613.0,90000.0
BB2,1995 - 2004,350.0,990000.0,59459.5877,49484.38253475305,12551.0,45950.0,28500.0,75000.0,3.721621582315862,989650.0,46500.0
BB2,2005 - 2014,8314.0,10256938.0,118938.691,137787.05722436993,8579.0,95000.0,67000.0,145000.0,47.29721119094872,10248624.0,78000.0
BB2,2015 +,250.0,17650000.0,179709.0678,460550.9440152306,8273.0,125000.0,79500.0,197000.0,25.752893219056805,17649750.0,117500.0
BB3,1995 - 2004,1000.0,417500.0,53173.2717,38158.576496049245,9194.0,42950.0,28000.0,68000.0,2.1556744364161835,416500.0,40000.0
BB3,2005 - 2014,10000.0,1472053.0,103291.7414,58442.37131675553,6164.0,88000.0,65000.0,126000.0,3.8998255107942894,1462053.0,61000.0
BB3,2015 +,100.0,8511000.0,139331.3537,193246.902349712,6293.0,112500.0,75000.0,165000.0,24.90010764628891,8510900.0,90000.0
BB4,1995 - 2004,265.0,700000.0,71597.3484,57242.334208384906,8188.0,55052.0,34000.0,90000.0,2.527211802765314,699735.0,56000.0
BB4,2005 - 2014,10000.0,1350000.0,136562.3806,86900.63853150792,6141.0,115000.0,83500.0,165000.0,3.0966150064240234,1340000.0,81500.0
BB4,2015 +,100.0,11450000.0,194506.7575,310963.2202950412,7106.0,149000.0,100000.0,230000.0,22.852026116056923,11449900.0,130000.0
